classname , numberOfVersionsUntil, numberOfFixesUntil, numberOfRefactoringsUntil, numberOfAuthorsUntil, linesAddedUntil, maxLinesAddedUntil, avgLinesAddedUntil, linesRemovedUntil, maxLinesRemovedUntil, avgLinesRemovedUntil, codeChurnUntil:, maxCodeChurnUntil, avgCodeChurnUntil, ageWithRespectTo, weightedAgeWithRespectTo, bugs , nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs , 
org::eclipse::mylyn::internal::web::tasks::ParameterEditorDialog ,6,0,0,2,17,10,2.83333,12,8,2,5,3,0.833333,92.4286,23.2185,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::PropertyNameRule ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::MarkupSourceViewerConfiguration ,9,1,0,2,172,91,19.1111,22,16,2.44444,150,91,16.6667,32.7143,24.9012,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::GoIntoAction ,12,1,0,2,23,4,1.91667,28,6,2.33333,-5,3,-0.416667,139.571,78.4845,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::filter::CustomFieldFilter ,6,0,0,1,9,5,1.5,8,4,1.33333,1,4,0.166667,110.714,62.9365,0,0,0,0,0, 
org::eclipse::mylyn::zest::layouts::InvalidLayoutConfiguration ,3,0,0,3,2,1,0.666667,2,1,0.666667,0,0,0,184.857,51,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::ParagraphBlock ,5,1,0,2,7,4,1.4,8,5,1.6,-1,0,-0.2,32.7143,9.4898,1,0,0,0,0, 
org::eclipse::mylyn::internal::examples::bugzilla::Main ,4,0,0,1,26,13,6.5,17,10,4.25,9,7,2.25,32.2857,2.52747,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::TaskActivityManager ,74,0,2,3,1544,340,20.8649,1142,413,15.4324,402,232,5.43243,81,27.2665,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::filter::DateFilter ,7,0,0,1,10,5,1.42857,8,4,1.14286,2,4,0.285714,110.714,59.9571,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::RemoveFromCategoryAction ,36,0,2,3,122,24,3.38889,147,46,4.08333,-25,20,-0.694444,139.571,70.4672,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::Messages ,3,1,0,2,1,1,0.333333,17,16,5.66667,-16,0,-5.33333,13,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::planner::ActivityReportAction ,4,0,0,2,6,4,1.5,3,1,0.75,3,3,0.75,46,19.5,0,0,0,0,0, 
org::eclipse::mylyn::tasks::ui::wizards::NewWebTaskWizard ,21,0,0,3,89,36,4.2381,57,12,2.71429,32,34,1.52381,118.714,66.7416,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::confluence::core::token::HyperlinkReplacementToken ,5,0,0,2,24,9,4.8,13,6,2.6,11,9,2.2,32.7143,2.80357,1,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::model::TracTicketType ,6,0,0,2,8,4,1.33333,5,1,0.833333,3,3,0.5,133,92.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::PackageExplorerManager ,15,1,1,1,79,44,5.26667,148,105,9.86667,-69,5,-4.6,164,17.2767,0,0,0,0,0, 
org::eclipse::mylyn::internal::web::ui::WebImages ,12,0,0,2,21,5,1.75,21,5,1.75,0,3,0,145.857,73.8844,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::data::FileTaskAttachmentSource ,5,0,0,2,53,35,10.6,17,13,3.4,36,33,7.2,45.5714,13.0889,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSorterId ,10,0,0,3,37,9,3.7,39,9,3.9,-2,3,-0.2,135.429,53.749,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventUtil ,7,0,1,2,11,4,1.57143,11,4,1.57143,0,3,0,109.857,62.1169,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::wizards::SelectRepositoryPage ,40,1,0,3,317,46,7.925,241,67,6.025,76,26,1.9,139.571,32.9964,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::RefactorRepositoryUrlOperation ,16,0,1,3,60,25,3.75,60,31,3.75,0,4,0,45.4286,12.1667,0,0,0,0,0, 
org::eclipse::mylyn::team::ui::AbstractContextChangeSetManager ,35,0,1,3,127,14,3.62857,172,31,4.91429,-45,6,-1.28571,92.4286,29.2632,1,1,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::commands::AbstractTaskHandler ,5,0,0,2,28,23,5.6,6,3,1.2,22,20,4.4,44,10.0765,1,1,0,0,0, 
org::eclipse::mylyn::zest::layouts::algorithms::SpringLayoutAlgorithm ,11,4,1,3,93,22,8.45454,57,34,5.18182,36,19,3.27273,184.857,13.447,0,0,0,0,0, 
org::eclipse::mylyn::zest::layouts::dataStructures::InternalNode ,5,0,1,3,71,57,14.2,11,5,2.2,60,56,12,184.857,62.2575,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::usage::editors::UsageCountContentProvider ,8,0,1,2,12,4,1.5,19,8,2.375,-7,3,-0.875,109.857,53.6905,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::search::JavaReadAccessProvider ,4,0,0,2,7,4,1.75,7,4,1.75,0,3,0,92.4286,60.1428,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::TableAttributes ,5,1,0,2,29,24,5.8,5,3,1,24,21,4.8,32.7143,6.22167,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::commands::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,14.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::usage::editors::UsageCountLabelProvider ,5,0,1,2,11,7,2.2,9,4,1.8,2,5,0.4,109.857,67.1169,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::actions::ContextAttachAction ,38,0,0,3,174,46,4.57895,137,19,3.60526,37,27,0.973684,139.714,44.7709,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::wizards::NewTaskPage ,13,0,0,3,44,23,3.38462,40,18,3.07692,4,21,0.307692,91.8571,27.9805,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskPlannerLabelProvider ,8,0,0,2,34,10,4.25,27,10,3.375,7,4,0.875,46,7.84454,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskAttributeDiff ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,41.1429,18.0857,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::usage::ReportGenerator ,6,0,0,2,11,4,1.83333,8,4,1.33333,3,3,0.5,48.5714,15.1429,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::ui::wizard::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,14.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventComparator ,5,0,1,2,8,4,1.6,9,4,1.8,-1,2,-0.2,109.857,61.0536,0,0,0,0,0, 
org::eclipse::mylyn::zest::core::widgets::internal::AligningBendpointLocator ,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,103.571,11.4286,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::wiki::actions::OpenWikiPageAction ,11,0,0,2,23,7,2.09091,19,6,1.72727,4,3,0.363636,81.8571,37.9814,1,1,0,0,0, 
org::eclipse::mylyn::zest::layouts::algorithms::internal::DynamicScreen ,2,0,0,2,4,4,2,4,4,2,0,0,0,184.857,92.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::DeleteTaskEditorAction ,4,0,0,2,19,14,4.75,7,5,1.75,12,9,3,31,2.09023,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::wiki::editor::TracWikiPageEditorInput ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,81.8571,58.8,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::search::Messages ,4,0,0,1,4,2,1,4,4,1,0,2,0,14.7143,3.5,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::core::collection::DelegatingUsageCollector ,7,0,1,2,19,9,2.71429,10,4,1.42857,9,9,1.28571,109.857,41.6165,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityReplacementTokenProcessor ,5,1,0,2,11,7,2.2,3,2,0.6,8,7,1.6,32.7143,18.6883,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::GzipPostMethod ,13,0,0,3,64,20,4.92308,104,40,8,-40,10,-3.07692,49.8571,7.72991,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::GroupedTaskListContentProvider ,11,1,0,3,33,7,3,39,16,3.54545,-6,5,-0.545455,81.2857,28.5844,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::editor::AutoFoldPreferenceBlock ,17,0,3,2,30,7,1.76471,23,4,1.35294,7,6,0.411765,164,101.095,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::validation::TracWikiReferenceValidationRule ,1,0,0,1,0,0,0,0,0,0,0,0,0,16.4286,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::ui::wizard::ProjectsViewerContentProvider ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::ide::ui::actions::FocusProjectExplorerAction ,11,1,0,2,20,4,1.81818,170,155,15.4545,-150,3,-13.6364,119,61.2857,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::markup::ContentState ,8,1,0,2,42,21,5.25,18,11,2.25,24,10,3,32.7143,8.72449,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::wizard::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::ToggleTaskActivationAction ,16,0,2,3,75,14,4.6875,80,22,5,-5,8,-0.3125,77.7143,34.6286,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::ui::JiraTaskEditor ,15,0,0,1,87,14,5.8,143,38,9.53333,-56,8,-3.73333,147.857,2.91297,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::core::util::XML11Char ,2,0,0,1,235,235,117.5,249,249,124.5,-14,0,-7,32.7143,1.71429,0,0,0,0,0, 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskEditorFactory ,3,0,0,3,4,4,1.33333,1,1,0.333333,3,3,1,39.5714,13,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::commands::SubmitTaskHandler ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,31.1429,8.08571,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::service::web::JiraWebSession ,42,1,0,3,609,64,14.5,415,52,9.88095,194,44,4.61905,110.714,36.266,1,0,0,0,0, 
org::eclipse::mylyn::zest::tests::swt::GraphSnippet6 ,1,0,0,1,0,0,0,0,0,0,0,0,0,80.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::model::TracTicketStatus ,6,0,0,2,8,4,1.33333,5,1,0.833333,3,3,0.5,133,92.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::planner::PlannedTasksContentProvider ,5,0,0,2,16,7,3.2,11,6,2.2,5,4,1,46,9.5625,0,0,0,0,0, 
org::eclipse::mylyn::internal::commons::ui::TaskListImageDescriptor ,2,0,0,1,4,4,2,1,1,0.5,3,3,1.5,45.8571,19.2857,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::SynchronizeAutomaticallyAction ,12,0,0,2,62,36,5.16667,60,36,5,2,36,0.166667,99,17.9908,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::client::AbstractWikiHandler ,4,0,0,2,6,4,1.5,3,1,0.75,3,3,0.75,39.5714,15.9524,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::commands::CollapseAllHandler ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,32,8.94286,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::dnd::OutlineDropTargetListener ,1,0,0,1,0,0,0,0,0,0,0,0,0,7.71429,0,1,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskDataDiff ,11,0,0,3,38,9,3.45455,27,7,2.45455,11,9,1,41.1429,8.47368,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::Component ,11,0,0,2,18,8,1.63636,33,12,3,-15,8,-1.36364,110.714,61.0556,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::TicketLinkReplacementToken ,1,0,0,1,0,0,0,0,0,0,0,0,0,7.14286,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::BulletAnnotation ,5,1,0,2,16,10,3.2,5,3,1,11,10,2.2,32.7143,17.8304,0,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::core::DebugManager ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskListDropAdapter ,100,3,3,3,1116,151,11.16,1061,205,10.61,55,45,0.55,139.571,79.9668,0,0,0,0,0, 
org::eclipse::mylyn::internal::team::ui::actions::OpenCorrespondingTaskAction ,66,0,0,4,781,120,11.8333,538,132,8.15151,243,57,3.68182,139.286,31.4911,0,0,0,0,0, 
org::eclipse::mylyn::internal::commons::net::ProgressMonitorInputStream ,2,0,0,1,1,1,0.5,0,0,0,1,1,0.5,45.8571,19.2857,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::FocusedViewerManager ,41,0,3,2,341,83,8.31707,315,43,7.68293,26,40,0.634146,119,64.7273,2,1,1,1,0, 
org::eclipse::mylyn::tasks::ui::wizards::AbstractRepositoryQueryPage ,20,0,0,3,148,38,7.4,171,81,8.55,-23,13,-1.15,45.8571,3.92471,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaUiBridge ,31,1,0,3,98,10,3.16129,92,10,2.96774,6,7,0.193548,140.857,48.3324,0,0,0,0,0, 
org::eclipse::mylyn::internal::commons::net::TimeoutOutputStream ,1,0,0,1,0,0,0,0,0,0,0,0,0,45.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::editor::FocusedJavaTypeProposalComputer ,6,0,0,2,17,8,2.83333,11,4,1.83333,6,6,1,92.5714,43.3361,0,0,0,0,0, 
org::eclipse::mylyn::internal::commons::net::CloneableHostConfiguration ,2,0,0,1,5,5,2.5,1,1,0.5,4,4,2,45.8571,19.2857,0,0,0,0,0, 
org::eclipse::mylyn::java::tests::xml::XmlResultUpdaterSearchListener ,19,1,1,2,59,10,3.10526,56,10,2.94737,3,5,0.157895,139,62.7433,0,0,0,0,0, 
org::eclipse::mylyn::tasks::core::sync::SubmitJobListener ,7,0,0,2,19,9,2.71429,4,2,0.571429,15,9,2.14286,46.1429,9.59398,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasklist::ui::views::ImageTableCellEditor ,3,0,0,1,0,0,0,0,0,0,0,0,0,160.143,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteUser ,9,0,0,2,190,162,21.1111,207,179,23,-17,7,-1.88889,110.714,24.5406,0,0,0,0,0, 
org::xplanner::soap::IterationData ,6,0,0,2,530,526,88.3333,582,578,97,-52,0,-8.66667,93.7143,39.1323,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::editor::KeywordsDialog ,7,1,0,3,22,11,3.14286,18,7,2.57143,4,11,0.571429,87.8571,62.026,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugs::OpenBugzillaReportJob ,4,0,0,1,0,0,0,0,0,0,0,0,0,154.143,0,0,0,0,0,0, 
org::eclipse::mylyn::tasks::ui::editors::AbstractAttributeEditor ,12,1,0,4,106,66,8.83333,22,9,1.83333,84,66,7,45.8571,25.0674,0,0,0,0,0, 
org::eclipse::mylyn::internal::team::ui::preferences::FocusedTeamPreferencePage ,13,0,0,3,43,12,3.30769,60,14,4.61538,-17,3,-1.30769,92.5714,25.5714,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::HeadingProjectionAnnotation ,1,1,0,1,0,0,0,0,0,0,0,0,0,8.71429,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::BugzillaSearchHandler ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,39.1429,15.2857,0,0,0,0,0, 
org::eclipse::mylyn::internal::provisional::commons::ui::DatePicker ,8,0,0,2,30,12,3.75,19,5,2.375,11,7,1.375,45.8571,13.1857,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::usage::editors::UsageEditorPart ,22,0,2,3,148,55,6.72727,127,29,5.77273,21,26,0.954545,109.857,20.9402,0,0,0,0,0, 
org::eclipse::mylyn::internal::provisional::commons::ui::DatePickerPanel ,2,0,0,1,5,5,2.5,1,1,0.5,4,4,2,45.8571,19.2857,0,0,0,0,0, 
org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPage ,101,2,1,3,1408,173,13.9406,891,174,8.82178,517,67,5.11881,45.8571,9.81636,12,8,1,0,1, 
org::eclipse::mylyn::tasks::ui::editors::AbstractRenderingEngine ,5,0,0,3,9,4,1.8,4,2,0.8,5,3,1,88,53.1587,0,0,0,0,0, 
org::eclipse::mylyn::team::ui::AbstractCommitTemplateVariable ,9,0,0,2,21,7,2.33333,15,5,1.66667,6,3,0.666667,92.4286,43.898,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::NewTaskFromSelectionAction ,16,0,0,2,123,40,7.6875,89,45,5.5625,34,21,2.125,68.8571,37.1208,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::viewer::Messages ,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,19.8571,2,1,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSorterPriority ,12,0,1,3,34,7,2.83333,75,23,6.25,-41,3,-3.41667,135.429,57.9916,0,0,0,0,0, 
org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPageFactory ,5,0,0,2,9,4,1.8,6,2,1.2,3,3,0.6,50.4286,18.5079,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::PlanningPerspectiveFactory ,16,0,0,3,106,33,6.625,98,35,6.125,8,14,0.5,139.571,45.3895,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::TracCorePlugin ,26,0,0,3,175,39,6.73077,128,25,4.92308,47,39,1.80769,133,44.9469,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::block::HeadingBlock ,5,1,0,2,10,6,2,10,6,2,0,0,0,32.7143,8.28571,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::MilestoneLinkReplacementToken ,1,0,0,1,0,0,0,0,0,0,0,0,0,7.14286,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::MarkupProjectionViewer ,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::editor::FlagAttributeEditor ,4,0,0,1,26,14,6.5,17,14,4.25,9,5,2.25,13.5714,2.21978,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::dialogs::TaskCompareDialog ,2,1,0,1,13,13,6.5,46,46,23,-33,0,-16.5,9.57143,6.85714,0,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::core::service::exceptions::ServiceUnavailableException ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::util::anttask::MarkupToDitaTask ,7,2,0,1,106,100,15.1429,38,33,5.42857,68,67,9.71429,19.4286,0.896226,0,0,0,0,0, 
org::eclipse::mylyn::internal::ide::ui::actions::FocusProblemsListAction ,18,0,1,2,68,35,3.77778,140,65,7.77778,-72,35,-4,94.2857,30.916,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::service::JiraRemoteException ,7,0,0,2,44,37,6.28571,43,37,6.14286,1,37,0.142857,97.8571,8.2013,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::tasks::NewTaskFromJunitResultViewAction ,4,0,0,1,17,9,4.25,11,6,2.75,6,5,1.5,47.5714,16.1513,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::phrase::SimplePhraseModifier ,2,0,0,1,8,8,4,8,8,4,0,0,0,32.7143,1.71429,0,0,0,0,0, 
org::eclipse::mylyn::internal::ide::ant::AntContextLabelProvider ,9,1,0,2,20,5,2.22222,19,4,2.11111,1,3,0.111111,92.4286,33.7214,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivitySorter ,5,0,0,2,29,11,5.8,18,9,3.6,11,6,2.2,46,12.931,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::editor::MediaWikiMarkupTaskEditorExtension ,2,0,0,1,2,2,1,2,2,1,0,0,0,14.7143,7.57143,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::editor::MylarJavaElementDescriptor ,4,0,1,1,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::EclipseTaskRepositoryLinkProvider ,3,0,0,1,15,10,5,2,2,0.666667,13,8,4.33333,19.8571,10.4286,0,0,0,0,0, 
org::eclipse::mylyn::tasks::core::TaskActivityAdapter ,7,0,1,3,28,12,4,37,14,5.28571,-9,8,-1.28571,48.5714,6.7602,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::ui::wizard::TracFilterQueryPage ,7,0,0,2,33,22,4.71429,28,22,4,5,3,0.714286,39.5714,20.8268,0,0,0,0,0, 
org::eclipse::mylyn::commons::core::StatusHandler ,7,0,0,2,61,32,8.71429,162,132,23.1429,-101,26,-14.4286,46,5.14754,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaVotesEditor ,4,0,0,2,24,17,6,4,3,1,20,17,5,39.5714,5.4881,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::wiki::TracWikiPlugin ,4,0,0,2,7,5,1.75,3,1,0.75,4,4,1,81.8571,55.9184,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::ui::wizards::JiraRepositorySettingsPage ,60,0,1,3,847,125,14.1167,352,39,5.86667,495,125,8.25,161.571,88.6102,0,0,0,0,0, 
org::eclipse::mylyn::tasks::core::AbstractQueryHit ,23,1,0,2,191,66,8.30435,83,30,3.6087,108,36,4.69565,139.714,17.9963,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::actions::FocusBrowsingPerspectiveAction ,17,0,2,2,178,124,10.4706,173,124,10.1765,5,124,0.294118,119,19.4053,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::twiki::core::block::DefinitionListBlock ,3,0,0,1,3,2,1,3,2,1,0,0,0,23.8571,1.33333,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteProjectRoleActors ,9,0,0,2,140,105,15.5556,149,114,16.5556,-9,7,-1,110.714,25.8367,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::reports::ui::actions::EclipseUsageSummaryAction ,22,0,3,2,138,31,6.27273,114,23,5.18182,24,8,1.09091,153.143,58.3996,0,0,0,0,0, 
org::eclipse::mylyn::zest::core::viewers::internal::GraphModelFactory ,4,0,1,1,29,17,7.25,26,14,6.5,3,3,0.75,103.714,3.29557,0,0,0,0,0, 
org::eclipse::mylyn::internal::commons::ui::CompositeElementImageDescriptor ,2,0,0,1,4,4,2,1,1,0.5,3,3,1.5,45.8571,19.2857,0,0,0,0,0, 
org::eclipse::mylyn::internal::commons::net::TimeoutInputStream ,2,0,0,1,0,0,0,0,0,0,0,0,0,45.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::WikiText ,4,1,0,1,9,5,2.25,1,1,0.25,8,5,2,9.57143,0.492063,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::wizards::NewTaskWizard ,14,0,0,3,46,13,3.28571,36,15,2.57143,10,11,0.714286,91.8571,37.4193,1,1,0,0,0, 
org::eclipse::mylyn::wikitext::core::validation::ValidationProblem ,7,1,0,2,55,30,7.85714,17,12,2.42857,38,29,5.42857,32.7143,8.82078,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemotePermissionScheme ,9,0,0,2,144,112,16,156,124,17.3333,-12,7,-1.33333,110.714,25.7411,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::ShowTasksUiLegendAction ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,39.5714,16.5143,1,1,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::wizard::AbstractBugzillaReportWizard ,11,0,0,2,182,161,16.5455,199,183,18.0909,-17,5,-1.54545,147.857,3.8752,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::TaskActivityMonitor ,21,0,1,3,180,38,8.57143,139,31,6.61905,41,33,1.95238,50,8.53333,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::usage::wizards::NewUsageSummaryEditorWizard ,11,0,1,2,53,17,4.81818,93,39,8.45454,-40,3,-3.63636,109.857,18.2237,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::action::Messages ,2,0,0,1,20,20,10,12,12,6,8,8,4,13,0.428571,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::builder::AbstractXmlDocumentBuilder ,3,0,0,2,22,19,7.33333,19,16,6.33333,3,3,1,32.7143,3.23377,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::OpenRepositoryTaskAction ,1,0,0,1,0,0,0,0,0,0,0,0,0,14.2857,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::dev::properties::MylynPropertiesSourceAdapterFactory ,6,0,0,2,34,13,5.66667,21,10,3.5,13,8,2.16667,70.7143,24.1176,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::reports::preferences::UiUsageReportsPreferencePage ,6,0,0,2,10,5,1.66667,8,4,1.33333,2,4,0.333333,92.5714,53.6429,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskTableLabelProvider ,16,0,1,3,55,10,3.4375,65,10,4.0625,-10,1,-0.625,94.8571,28.5247,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::markup::token::LiteralReplacementTokenProcessor ,5,1,0,2,7,3,1.4,4,2,0.8,3,2,0.6,32.7143,16.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::core::XPlannerClientManager ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::confluence::validation::ConfluenceReferenceValidationRule ,1,0,0,1,0,0,0,0,0,0,0,0,0,16.4286,0,0,0,0,0,0, 
org::eclipse::mylyn::zest::layouts::exampleStructures::SimpleFilter ,2,0,0,2,2,2,1,2,2,1,0,0,0,184.857,92.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::core::model::TracTicketResolution ,6,0,0,2,8,4,1.33333,5,1,0.833333,3,3,0.5,133,92.7143,0,0,0,0,0, 
